,index,symbol,label,L-240min,O-240min,V-240min,C-240min,H-240min
2,2019-01-01 00:00:00,BTCUSDT,0.004184440822569524,3630.33,3752.22,6179.613282000002,3687.47,3776.85
18,2019-01-01 04:00:00,BTCUSDT,-0.002638472548542992,3657.7,3687.47,4396.684369000001,3702.9,3707.5
34,2019-01-01 08:00:00,BTCUSDT,0.005605001719408698,3675.04,3701.23,3025.138659,3693.13,3713.0
50,2019-01-01 12:00:00,BTCUSDT,-0.001693669338661108,3685.94,3692.32,3373.7603990000025,3713.83,3726.64
66,2019-01-01 16:00:00,BTCUSDT,-0.006724135140821042,3696.14,3714.19,2977.758982999999,3707.54,3732.0
82,2019-01-01 20:00:00,BTCUSDT,0.0038342371307307217,3666.01,3707.56,3733.121398000001,3682.61,3756.94
98,2019-01-02 00:00:00,BTCUSDT,0.02716184303424907,3642.0,3683.0,3248.115974999999,3696.73,3701.68
114,2019-01-02 04:00:00,BTCUSDT,-0.004519190759360914,3675.67,3696.71,7443.2881389999975,3797.14,3810.16
130,2019-01-02 08:00:00,BTCUSDT,-0.002354509812221295,3763.75,3796.45,4496.507096,3779.98,3810.0
146,2019-01-02 12:00:00,BTCUSDT,0.004478823042735725,3750.45,3780.0,3419.8905200000013,3771.08,3788.31
162,2019-01-02 16:00:00,BTCUSDT,0.003513755388770301,3770.0,3772.64,6266.016098999998,3787.97,3803.68
178,2019-01-02 20:00:00,BTCUSDT,0.006234741981648195,3778.23,3788.81,7454.8700089999975,3801.28,3839.63
194,2019-01-03 00:00:00,BTCUSDT,0.008779130871272578,3795.0,3802.61,7004.997171000001,3824.98,3865.72
210,2019-01-03 04:00:00,BTCUSDT,-0.0043358143970807506,3812.34,3824.98,6584.328252000004,3858.56,3882.14
226,2019-01-03 08:00:00,BTCUSDT,-0.003370789441490052,3821.14,3857.57,4473.6912429999975,3841.83,3862.74
242,2019-01-03 12:00:00,BTCUSDT,-0.006497983744593761,3805.0,3841.83,3236.0590789999987,3828.88,3850.0
258,2019-01-03 16:00:00,BTCUSDT,0.0007097791798107432,3783.0,3828.88,6171.746824000003,3804.0,3832.83
274,2019-01-03 20:00:00,BTCUSDT,-0.013318622428875382,3785.32,3803.31,4883.552906,3806.7,3823.0
290,2019-01-04 00:00:00,BTCUSDT,0.002870074547390855,3730.0,3807.37,7090.394380999997,3756.0,3807.75
306,2019-01-04 04:00:00,BTCUSDT,0.0035202480633325095,3752.37,3756.0,3576.6234150000014,3766.78,3782.69
322,2019-01-04 08:00:00,BTCUSDT,0.0008571337869440754,3730.0,3767.2,3621.222704000001,3780.04,3787.65
338,2019-01-04 12:00:00,BTCUSDT,-0.006800976930071312,3761.94,3780.04,4829.924375000001,3783.28,3800.0
354,2019-01-04 16:00:00,BTCUSDT,-0.008588042740615531,3752.0,3783.28,4627.161907,3757.55,3800.0
370,2019-01-04 20:00:00,BTCUSDT,0.0038252158227032322,3703.57,3754.05,7100.932714000002,3725.28,3765.0
386,2019-01-05 00:00:00,BTCUSDT,0.01403384917355921,3717.3,3725.3,3825.822418,3739.53,3754.0
402,2019-01-05 04:00:00,BTCUSDT,0.0060627477248214046,3733.46,3739.74,5557.98461,3792.01,3823.64
418,2019-01-05 08:00:00,BTCUSDT,-0.00782437745740494,3783.25,3790.09,7129.557489999997,3815.0,3838.7
434,2019-01-05 12:00:00,BTCUSDT,0.004256106098833534,3780.13,3815.35,5707.206319000003,3785.15,3840.99
450,2019-01-05 16:00:00,BTCUSDT,-0.004124948043543575,3770.0,3784.37,3088.816924,3801.26,3812.63
466,2019-01-05 20:00:00,BTCUSDT,0.006709671965722475,3778.01,3801.03,5490.821311999998,3785.58,3814.0
482,2019-01-06 00:00:00,BTCUSDT,-0.010501235902576234,3775.0,3785.58,4767.280883999999,3810.98,3820.0
498,2019-01-06 04:00:00,BTCUSDT,5.038504783927422e-05,3751.0,3810.89,4411.932347000003,3770.96,3812.5
514,2019-01-06 08:00:00,BTCUSDT,-0.0008511992363072762,3740.0,3771.12,4315.971701999999,3771.15,3792.12
530,2019-01-06 12:00:00,BTCUSDT,0.01228788144184878,3760.0,3771.7,2222.2334300000025,3767.94,3783.55
546,2019-01-06 16:00:00,BTCUSDT,-0.0019453416670160983,3761.81,3768.11,4988.502454000002,3814.24,3820.82
562,2019-01-06 20:00:00,BTCUSDT,0.05139197545457885,3785.0,3814.23,4666.332797000001,3806.82,3824.99
578,2019-01-07 00:00:00,BTCUSDT,-0.0037127166792423343,3800.31,3806.91,14209.305338999995,4002.46,4027.71
594,2019-01-07 04:00:00,BTCUSDT,0.0011686227304645858,3953.53,4001.41,6270.346517000001,3987.6,4015.0
610,2019-01-07 08:00:00,BTCUSDT,0.002189236171992848,3970.03,3987.62,5364.752292999998,3992.26,4017.9
626,2019-01-07 12:00:00,BTCUSDT,-0.006058485378655276,3980.08,3991.69,3600.310347999997,4001.0,4001.77
642,2019-01-07 16:00:00,BTCUSDT,-0.001722507770144599,3921.53,4001.02,9083.823681,3976.76,4015.0
658,2019-01-07 20:00:00,BTCUSDT,0.0046877637024518295,3955.02,3976.78,4169.3256040000015,3969.91,4000.0
674,2019-01-08 00:00:00,BTCUSDT,-0.0032769047165365213,3941.0,3969.91,5714.850485,3988.52,3994.98
690,2019-01-08 04:00:00,BTCUSDT,-0.007506068495390372,3951.55,3987.71,3976.556784999997,3975.45,3988.74
706,2019-01-08 08:00:00,BTCUSDT,0.0020250354191113647,3922.0,3976.76,5226.042900000002,3945.61,3989.0
722,2019-01-08 12:00:00,BTCUSDT,0.012138304330230776,3936.26,3944.94,4550.611472000001,3953.6,3968.42
738,2019-01-08 16:00:00,BTCUSDT,-0.0002773897375792922,3948.75,3953.14,6480.858247000003,4001.59,4018.0
754,2019-01-08 20:00:00,BTCUSDT,-0.006089269287685496,3981.0,4002.32,11041.944040999995,4000.48,4069.8
770,2019-01-09 00:00:00,BTCUSDT,-0.005279015723871461,3938.82,4002.04,7059.346094999997,3976.12,4007.84
786,2019-01-09 04:00:00,BTCUSDT,0.006548457319986989,3903.0,3976.11,4578.184956000001,3955.13,3985.8
802,2019-01-09 08:00:00,BTCUSDT,0.0017206602311461427,3930.04,3955.45,6544.397388000002,3981.03,3999.89
818,2019-01-09 12:00:00,BTCUSDT,-0.0003610941151689362,3978.0,3981.98,3330.883927000001,3987.88,4002.0
834,2019-01-09 16:00:00,BTCUSDT,-0.007063946779582775,3971.11,3987.76,4614.325298000002,3986.44,4006.81
850,2019-01-09 20:00:00,BTCUSDT,0.005067857756399175,3941.0,3985.52,6595.814868999999,3958.28,3996.3
866,2019-01-10 00:00:00,BTCUSDT,-0.002938411498263127,3952.44,3957.59,3951.915926,3978.34,3983.66
882,2019-01-10 04:00:00,BTCUSDT,0.003098332345934152,3955.0,3978.98,4041.325659000001,3966.65,3990.0
898,2019-01-10 08:00:00,BTCUSDT,-0.05074718392335653,3963.7,3966.06,3908.2859649999987,3978.94,3993.46
914,2019-01-10 12:00:00,BTCUSDT,-0.00980402539568237,3731.01,3978.96,17785.720102000007,3777.02,3996.01
930,2019-01-10 16:00:00,BTCUSDT,-0.0036363733592870147,3715.65,3777.54,10117.846856000006,3739.99,3783.32
946,2019-01-10 20:00:00,BTCUSDT,-0.03495876706410228,3707.07,3738.01,7258.933689999997,3726.39,3750.0
962,2019-01-11 00:00:00,BTCUSDT,-0.0028475134311424233,3540.0,3726.79,15164.910414000002,3596.12,3726.79
978,2019-01-11 04:00:00,BTCUSDT,-0.0007780516916349177,3574.64,3596.73,5214.816652000002,3585.88,3609.21
994,2019-01-11 08:00:00,BTCUSDT,0.0034551183475715072,3557.52,3585.88,6010.945118000002,3583.09,3617.04
1010,2019-01-11 12:00:00,BTCUSDT,-0.000408847800148493,3546.36,3583.05,5760.318832000001,3595.47,3597.0
1026,2019-01-11 16:00:00,BTCUSDT,-0.0023622704507512138,3562.0,3595.47,6741.017499000002,3594.0,3635.0
1042,2019-01-11 20:00:00,BTCUSDT,0.005756503258950607,3569.16,3593.57,5838.810269000001,3585.51,3616.13
1058,2019-01-12 00:00:00,BTCUSDT,-0.001342151602124142,3582.5,3586.49,4500.472387999998,3606.15,3620.24
1074,2019-01-12 04:00:00,BTCUSDT,-4.442827748785128e-05,3465.0,3606.36,9546.488409,3601.31,3658.0
1090,2019-01-12 08:00:00,BTCUSDT,-0.005212223872929522,3533.0,3601.31,5242.896091000005,3601.15,3618.19
1106,2019-01-12 12:00:00,BTCUSDT,-0.0031319960473206176,3567.31,3600.64,2608.472017,3582.38,3601.14
1122,2019-01-12 16:00:00,BTCUSDT,0.0055864200987914,3559.5,3582.09,2583.2402760000023,3571.16,3585.71
1138,2019-01-12 20:00:00,BTCUSDT,0.0007323640879839388,3530.0,3571.89,4979.2668150000045,3591.11,3605.0
1154,2019-01-13 00:00:00,BTCUSDT,-0.002952356041338477,3572.19,3591.11,3170.4972669999993,3593.74,3600.0
1170,2019-01-13 04:00:00,BTCUSDT,0.0028215554557047273,3563.01,3592.79,3429.1884079999977,3583.13,3612.39
1186,2019-01-13 08:00:00,BTCUSDT,-0.0026605514800013275,3564.41,3584.1,2812.553608000001,3593.24,3595.0
1202,2019-01-13 12:00:00,BTCUSDT,0.001590543798553501,3575.84,3593.27,1789.05319,3583.68,3598.88
1218,2019-01-13 16:00:00,BTCUSDT,-0.0038586051072887493,3571.7,3583.68,1759.0215740000006,3589.38,3590.02
1234,2019-01-13 20:00:00,BTCUSDT,-0.030683562996255083,3560.26,3589.28,3590.140673999998,3575.53,3611.1
1250,2019-01-14 00:00:00,BTCUSDT,0.0031709667553421195,3441.3,3576.32,12738.292856999995,3465.82,3576.33
1266,2019-01-14 04:00:00,BTCUSDT,0.0036355164648054217,3454.0,3465.03,3745.4232709999987,3476.81,3497.98
1282,2019-01-14 08:00:00,BTCUSDT,0.006413618191978721,3467.02,3477.56,3422.1343759999995,3489.45,3499.9
1298,2019-01-14 12:00:00,BTCUSDT,-0.006705905468089246,3487.52,3489.43,3891.676606,3511.83,3527.83
1314,2019-01-14 16:00:00,BTCUSDT,0.0409084133154447,3485.02,3511.73,4681.093618000002,3488.28,3540.0
1330,2019-01-14 20:00:00,BTCUSDT,0.001955394962241508,3487.0,3488.8,10357.493609000003,3630.98,3647.0
1346,2019-01-15 00:00:00,BTCUSDT,-0.0032956944322278803,3611.0,3630.98,8262.047131999996,3638.08,3671.87
1362,2019-01-15 04:00:00,BTCUSDT,0.0009073133871471127,3590.0,3638.74,4738.013250000006,3626.09,3665.0
1378,2019-01-15 08:00:00,BTCUSDT,-7.990345458452897e-05,3623.0,3626.08,3259.2966920000013,3629.38,3648.42
1394,2019-01-15 12:00:00,BTCUSDT,-0.004877255730775576,3610.12,3629.38,4118.230055,3629.09,3631.86
1410,2019-01-15 16:00:00,BTCUSDT,-0.003990153375846961,3578.07,3629.09,6320.081707999995,3611.39,3630.43
1426,2019-01-15 20:00:00,BTCUSDT,0.00199055874650389,3580.0,3612.1,7495.892474999999,3596.98,3640.77
1442,2019-01-16 00:00:00,BTCUSDT,-0.014172590409917475,3583.5,3597.31,4427.347342999995,3604.14,3610.73
1458,2019-01-16 04:00:00,BTCUSDT,0.005471340196900654,3516.62,3604.14,8567.480345999998,3553.06,3605.0
1474,2019-01-16 08:00:00,BTCUSDT,-0.004878936319104188,3543.51,3553.06,3219.140359999998,3572.5,3575.37
1490,2019-01-16 12:00:00,BTCUSDT,0.009549741636592168,3552.25,3572.55,4070.574005000005,3555.07,3583.71
1506,2019-01-16 16:00:00,BTCUSDT,0.00033435311031970727,3553.96,3556.04,4318.060193000002,3589.02,3603.96
1523,2019-01-16 20:00:00,BTCUSDT,-0.003849346279615085,3574.93,3589.08,7036.994096999999,3590.22,3645.0
1540,2019-01-17 00:00:00,BTCUSDT,0.0043171904708645395,3560.2,3591.16,5476.122267000002,3576.4,3610.0
1557,2019-01-17 04:00:00,BTCUSDT,-0.004802552452225051,3561.81,3576.6,3389.807192,3591.84,3609.0
1574,2019-01-17 08:00:00,BTCUSDT,0.002632469737787968,3551.16,3591.84,4305.1827429999985,3574.59,3600.51
1591,2019-01-17 12:00:00,BTCUSDT,-0.0012388392857143329,3568.16,3574.57,2850.277208999999,3584.0,3587.95
1608,2019-01-17 16:00:00,BTCUSDT,0.005045312831744697,3530.39,3583.73,6129.279801000002,3579.56,3588.9
1625,2019-01-17 20:00:00,BTCUSDT,0.002037458097297717,3558.87,3580.3,4964.026095000002,3597.62,3605.0
1642,2019-01-18 00:00:00,BTCUSDT,0.00312348298866838,3573.0,3597.17,7293.897426999999,3604.95,3633.0
1659,2019-01-18 04:00:00,BTCUSDT,-0.004242010281482632,3590.0,3604.15,4249.5236300000015,3616.21,3634.7
1676,2019-01-18 08:00:00,BTCUSDT,0.0008720114861131558,3594.35,3613.32,2482.9343740000004,3600.87,3620.0
1693,2019-01-18 12:00:00,BTCUSDT,-0.0013873435423320535,3585.7,3600.87,2850.1395960000013,3604.01,3611.99
1710,2019-01-18 16:00:00,BTCUSDT,0.003242558370218473,3590.0,3604.01,5612.144538000001,3599.01,3619.8
1728,2019-01-18 20:00:00,BTCUSDT,-0.0063062913357040395,3576.68,3599.08,4782.137538,3610.68,3611.95
1746,2019-01-19 00:00:00,BTCUSDT,0.0019398479894980887,3565.75,3611.09,4494.284498000001,3587.91,3612.07
1764,2019-01-19 04:00:00,BTCUSDT,0.0031322412215184503,3585.98,3588.0,2506.8760720000005,3594.87,3609.19
1782,2019-01-19 08:00:00,BTCUSDT,-0.00047973866721384717,3594.23,3594.87,2568.8826229999986,3606.13,3614.79
1800,2019-01-19 12:00:00,BTCUSDT,0.0252413716568638,3600.72,3605.04,1663.6096230000012,3604.4,3615.0
1818,2019-01-19 16:00:00,BTCUSDT,-0.002608662708571297,3604.01,3604.42,9071.599513,3695.38,3720.0
1836,2019-01-19 20:00:00,BTCUSDT,0.00021433958987904242,3681.84,3695.78,3300.443602000001,3685.74,3697.6
1854,2019-01-20 00:00:00,BTCUSDT,-0.005758802993600987,3662.2,3685.64,3722.67814,3686.53,3695.98
1872,2019-01-20 04:00:00,BTCUSDT,0.004207022617521039,3665.3,3686.56,1908.8777999999988,3665.3,3689.23
1890,2019-01-20 08:00:00,BTCUSDT,-0.0005026190527940289,3655.0,3665.75,2383.707634999998,3680.72,3686.0
1908,2019-01-20 12:00:00,BTCUSDT,-0.02687510023458284,3668.3,3681.31,2096.77188,3678.87,3686.0
1926,2019-01-20 16:00:00,BTCUSDT,-0.015466480446927331,3572.0,3678.2,7266.796933,3580.0,3693.73
1944,2019-01-20 20:00:00,BTCUSDT,-0.0018810485072192629,3475.0,3580.0,10474.494768000006,3524.63,3589.66
1962,2019-01-21 00:00:00,BTCUSDT,0.006048891415577185,3511.2,3524.57,2875.7485210000004,3518.0,3537.6
1980,2019-01-21 04:00:00,BTCUSDT,-0.002353586040098609,3510.28,3517.99,2836.3338089999993,3539.28,3554.29
1998,2019-01-21 08:00:00,BTCUSDT,-0.001166824792194654,3520.0,3539.26,2672.742066999999,3530.95,3549.07
2016,2019-01-21 12:00:00,BTCUSDT,0.005166112344513474,3501.0,3530.85,3133.4487900000026,3526.83,3537.0
2034,2019-01-21 16:00:00,BTCUSDT,-0.00476156894825186,3516.35,3526.82,3547.933018000002,3545.05,3550.0
2052,2019-01-21 20:00:00,BTCUSDT,0.00018423148544433046,3518.32,3545.07,3774.821807,3528.17,3559.51
2070,2019-01-22 00:00:00,BTCUSDT,-0.0005440912259622177,3520.9,3528.16,2671.367977999997,3528.82,3540.81
2088,2019-01-22 04:00:00,BTCUSDT,-0.0011057869517140382,3475.5,3528.78,3892.149191999998,3526.9,3534.34
2106,2019-01-22 08:00:00,BTCUSDT,-0.0020720976440533607,3514.43,3526.88,3061.2199179999993,3523.0,3550.0
2124,2019-01-22 12:00:00,BTCUSDT,0.005532326421480826,3500.04,3523.66,4164.778925999999,3515.7,3590.51
2142,2019-01-22 16:00:00,BTCUSDT,0.011928772470757965,3434.85,3516.58,7548.193299000001,3535.15,3540.0
2160,2019-01-22 20:00:00,BTCUSDT,0.00031867431485022024,3520.0,3535.15,7136.308579000002,3577.32,3585.0
2178,2019-01-23 00:00:00,BTCUSDT,-0.002104257138545673,3560.0,3577.33,4870.236643000003,3578.46,3608.5
2196,2019-01-23 04:00:00,BTCUSDT,0.0029068057900882853,3561.94,3578.89,2573.4570890000005,3570.93,3596.01
2214,2019-01-23 08:00:00,BTCUSDT,-0.005467273148652253,3566.24,3570.41,2268.4352079999994,3581.31,3599.76
2232,2019-01-23 12:00:00,BTCUSDT,0.004511852386340332,3556.62,3582.07,3054.3489280000013,3561.73,3583.01
2250,2019-01-23 16:00:00,BTCUSDT,-0.008030074347364358,3551.92,3561.75,3714.1512880000005,3577.8,3582.96
2268,2019-01-23 20:00:00,BTCUSDT,-0.004415241175857343,3543.99,3577.8,6080.556080000001,3549.07,3607.98
2286,2019-01-24 00:00:00,BTCUSDT,0.005496122714665708,3533.39,3549.09,3912.383545000001,3533.4,3574.21
2304,2019-01-24 04:00:00,BTCUSDT,-0.005699697704921736,3514.5,3533.4,5956.686884999999,3552.82,3555.0
2322,2019-01-24 08:00:00,BTCUSDT,0.003895181128753311,3529.22,3552.97,3040.2289779999987,3532.57,3555.0
2340,2019-01-24 12:00:00,BTCUSDT,0.004765489957223368,3531.76,3532.57,2729.3066229999986,3546.33,3550.61
2358,2019-01-24 16:00:00,BTCUSDT,-0.0027559265048846533,3532.6,3546.47,3845.451756,3563.23,3572.59
2376,2019-01-24 20:00:00,BTCUSDT,0.006056154510737599,3547.09,3562.15,4198.465254999998,3553.41,3576.97
2394,2019-01-25 00:00:00,BTCUSDT,-0.0014853437689689164,3543.26,3553.44,4087.283157,3574.93,3589.0
2412,2019-01-25 04:00:00,BTCUSDT,-0.0004370213075901575,3553.88,3574.78,2967.570728999997,3569.62,3587.27
2430,2019-01-25 08:00:00,BTCUSDT,0.00011771102503876919,3565.0,3569.07,1849.5287990000006,3568.06,3587.15
2448,2019-01-25 12:00:00,BTCUSDT,-0.0074289333273551686,3551.0,3568.06,2288.2132539999993,3568.48,3571.99
2466,2019-01-25 16:00:00,BTCUSDT,0.007044102575685329,3522.51,3568.48,5317.637836999998,3541.97,3568.56
2484,2019-01-25 20:00:00,BTCUSDT,-0.003843652226570793,3536.95,3541.97,3283.5579919999986,3566.92,3568.79
2502,2019-01-26 00:00:00,BTCUSDT,0.0033997427678071897,3540.35,3566.44,2898.5655319999987,3553.21,3571.0
2520,2019-01-26 04:00:00,BTCUSDT,0.003284445304589489,3546.89,3553.21,1990.419241999998,3565.29,3574.0
2538,2019-01-26 08:00:00,BTCUSDT,0.012183393905507378,3561.17,3566.69,2368.725148999999,3577.0,3583.0
2556,2019-01-26 12:00:00,BTCUSDT,-0.008465494478785196,3567.6,3578.07,5040.086104,3620.58,3662.94
2574,2019-01-26 16:00:00,BTCUSDT,-0.008972319794536388,3587.0,3620.37,3745.221756999997,3589.93,3624.06
2592,2019-01-26 20:00:00,BTCUSDT,0.00276300552038955,3545.0,3589.93,4255.727537,3557.72,3595.2
2610,2019-01-27 00:00:00,BTCUSDT,-0.0006447001443568022,3553.79,3558.01,2638.751247,3567.55,3572.74
2628,2019-01-27 04:00:00,BTCUSDT,0.003705210013323024,3562.01,3567.55,1456.9994000000006,3565.25,3576.76
2646,2019-01-27 08:00:00,BTCUSDT,-0.004596949525773608,3539.16,3565.62,2656.9561589999994,3578.46,3579.0
2664,2019-01-27 12:00:00,BTCUSDT,-0.004289712830677139,3554.18,3578.46,2154.589895,3562.01,3578.92
2682,2019-01-27 16:00:00,BTCUSDT,0.002763108553512695,3526.41,3562.77,4763.309407000002,3546.73,3570.86
2700,2019-01-27 20:00:00,BTCUSDT,0.0021819020224769226,3486.0,3546.17,7945.543275000003,3556.53,3568.0
2718,2019-01-28 00:00:00,BTCUSDT,-0.003773542556862575,3543.07,3557.31,3150.2387940000012,3564.29,3574.57
2736,2019-01-28 04:00:00,BTCUSDT,-0.019488346419438862,3546.03,3563.69,2086.190453,3550.84,3571.09
2754,2019-01-28 08:00:00,BTCUSDT,-0.00782389908204173,3477.47,3550.05,6488.346021,3481.64,3557.75
2772,2019-01-28 12:00:00,BTCUSDT,-0.007766905974988414,3405.0,3481.65,10671.232089000003,3454.4,3499.51
2790,2019-01-28 16:00:00,BTCUSDT,-0.0021910566377930647,3410.02,3453.72,4864.4305159999985,3427.57,3454.34
2808,2019-01-28 20:00:00,BTCUSDT,0.0012660596597720009,3380.27,3427.59,10187.128433,3420.06,3435.7
2826,2019-01-29 00:00:00,BTCUSDT,0.002850142653144205,3408.82,3420.5,5255.139544999998,3424.39,3435.7
2844,2019-01-29 04:00:00,BTCUSDT,-0.008144664618610187,3420.07,3424.41,3211.2632060000005,3434.15,3445.99
2862,2019-01-29 08:00:00,BTCUSDT,-0.011675836274066542,3402.83,3434.0,3646.494526,3406.18,3443.45
2880,2019-01-29 12:00:00,BTCUSDT,0.005617259929717511,3349.92,3406.27,7550.3056340000085,3366.41,3414.68
2898,2019-01-29 16:00:00,BTCUSDT,0.012199732964682795,3364.5,3366.63,5270.477804,3385.32,3403.23
2916,2019-01-29 20:00:00,BTCUSDT,-0.002095359275320785,3381.0,3385.34,5798.725491000005,3426.62,3428.27
2934,2019-01-30 00:00:00,BTCUSDT,-0.0024565425917694172,3405.61,3426.15,4364.2937219999985,3419.44,3442.0
2952,2019-01-30 04:00:00,BTCUSDT,0.002726441202683061,3400.0,3419.69,2964.0682149999993,3411.04,3434.94
2970,2019-01-30 08:00:00,BTCUSDT,0.0024822093709981896,3387.1,3410.04,3221.5821949999986,3420.34,3427.67
2988,2019-01-30 12:00:00,BTCUSDT,0.00012249076215509191,3417.44,3419.89,3998.499393999998,3428.83,3447.0
3006,2019-01-30 16:00:00,BTCUSDT,0.010136327185244598,3422.5,3429.24,3493.4462149999995,3429.25,3447.9
3024,2019-01-30 20:00:00,BTCUSDT,-0.0015126977116117768,3428.72,3429.62,7421.714034,3464.01,3476.36
3042,2019-01-31 00:00:00,BTCUSDT,-0.00017058087123456023,3454.97,3464.03,3549.9115870000014,3458.77,3478.0
3060,2019-01-31 04:00:00,BTCUSDT,0.0020646698552417853,3446.82,3458.65,2383.5248149999993,3458.18,3469.0
3078,2019-01-31 08:00:00,BTCUSDT,0.003246453429986307,3456.75,3457.5,3173.6100449999976,3465.32,3489.2
3096,2019-01-31 12:00:00,BTCUSDT,-0.014025318057740876,3455.3,3465.32,2874.5543940000002,3476.57,3480.0
3114,2019-01-31 16:00:00,BTCUSDT,0.002552650234406207,3418.8,3477.08,12030.018334000002,3427.81,3477.08
3132,2019-01-31 20:00:00,BTCUSDT,-0.000663454151826226,3420.3,3427.79,4900.351719999996,3436.56,3444.88
3150,2019-02-01 00:00:00,BTCUSDT,-5.241273279998904e-05,3419.33,3435.82,3559.9899309999987,3434.28,3443.0
3168,2019-02-01 04:00:00,BTCUSDT,-0.0045426749366646035,3425.36,3433.58,3108.9910550000013,3434.1,3449.58
3186,2019-02-01 08:00:00,BTCUSDT,0.00044756472136908704,3401.2,3434.1,4937.497365999999,3418.5,3440.15
3204,2019-02-01 12:00:00,BTCUSDT,0.01144726800642082,3411.0,3418.84,3531.2445049999997,3420.03,3428.51
3222,2019-02-01 16:00:00,BTCUSDT,0.0011100896744316024,3417.81,3419.44,5789.393485000005,3459.18,3477.0
3240,2019-02-01 20:00:00,BTCUSDT,0.003320800919428768,3452.2,3460.56,4419.885486999999,3463.02,3479.99
3258,2019-02-02 00:00:00,BTCUSDT,-0.0035832287625340298,3450.0,3463.02,3855.616399,3474.52,3488.0
3276,2019-02-02 04:00:00,BTCUSDT,0.0008463144881529773,3461.29,3475.01,2753.954123999999,3462.07,3486.63
3294,2019-02-02 08:00:00,BTCUSDT,-0.0033044733044732552,3455.36,3462.2,2316.3824950000007,3465.0,3471.0
3312,2019-02-02 12:00:00,BTCUSDT,0.006984117791837274,3440.29,3465.64,2925.497016000001,3453.55,3469.0
3330,2019-02-02 16:00:00,BTCUSDT,-0.005782607320418576,3443.4,3453.09,3421.8130790000023,3477.67,3481.59
3348,2019-02-02 20:00:00,BTCUSDT,0.0030744224250627283,3453.39,3477.83,2959.2907670000013,3457.56,3479.74
3366,2019-02-03 00:00:00,BTCUSDT,0.010547288355020834,3444.01,3457.56,2390.8887720000007,3468.19,3479.0
3384,2019-02-03 04:00:00,BTCUSDT,-0.0063313712454740045,3457.56,3468.9,3923.760713,3504.77,3526.4
3402,2019-02-03 08:00:00,BTCUSDT,-0.005754354530262074,3470.0,3504.06,3345.863366999998,3482.58,3511.09
3420,2019-02-03 12:00:00,BTCUSDT,0.00033501418034154185,3457.38,3483.06,2358.612938000001,3462.54,3486.86
3438,2019-02-03 16:00:00,BTCUSDT,-5.774172128070187e-05,3447.44,3462.99,3371.655529000001,3463.7,3474.94
3456,2019-02-03 20:00:00,BTCUSDT,-0.005168182474375671,3448.15,3462.69,3316.708608999997,3463.5,3473.44
3474,2019-02-04 00:00:00,BTCUSDT,0.003630717436730935,3431.4,3462.8,3329.425383000002,3445.6,3468.99
3492,2019-02-04 04:00:00,BTCUSDT,4.915980116315666e-05,3426.0,3445.6,4231.810379000001,3458.11,3466.55
3510,2019-02-04 08:00:00,BTCUSDT,0.0013706235469654884,3452.27,3458.11,3191.3484120000007,3458.28,3471.84
3528,2019-02-04 12:00:00,BTCUSDT,-0.007790887722277096,3453.18,3458.28,2329.2374199999977,3463.02,3467.78
3546,2019-02-04 16:00:00,BTCUSDT,0.006871282057252071,3434.1,3463.02,5682.214708000001,3436.04,3484.88
3564,2019-02-04 20:00:00,BTCUSDT,0.002711256919052607,3433.31,3436.39,3866.763935,3459.65,3461.0
3582,2019-02-05 00:00:00,BTCUSDT,-0.001674819762296775,3457.51,3459.16,3913.256720999997,3469.03,3475.0
3600,2019-02-05 04:00:00,BTCUSDT,0.00019923654864539841,3453.82,3469.03,4184.884519999997,3463.22,3475.79
3618,2019-02-05 08:00:00,BTCUSDT,0.00014723246273717902,3448.43,3463.22,4299.9215920000015,3463.91,3471.86
3636,2019-02-05 12:00:00,BTCUSDT,0.001584680841237418,3456.95,3463.47,4931.266062999998,3464.42,3471.89
3654,2019-02-05 16:00:00,BTCUSDT,-0.0027291774138233915,3461.21,3464.42,3768.876237,3469.91,3478.97
3672,2019-02-05 20:00:00,BTCUSDT,0.0009738645952537262,3449.05,3469.89,4888.302445999997,3460.44,3471.68
3690,2019-02-06 00:00:00,BTCUSDT,0.002246081626879226,3449.49,3461.18,4401.560352,3463.81,3468.17
3708,2019-02-06 04:00:00,BTCUSDT,-0.013895650119973957,3455.42,3463.81,3039.771767000002,3471.59,3472.0
3726,2019-02-06 08:00:00,BTCUSDT,0.0004147983700177882,3380.0,3471.57,11709.151107999993,3423.35,3482.72
3744,2019-02-06 12:00:00,BTCUSDT,-0.007285160755320708,3402.46,3423.96,3615.5313060000003,3424.77,3426.83
3762,2019-02-06 16:00:00,BTCUSDT,0.0065297574577476425,3396.17,3424.79,4488.659415999999,3399.82,3424.79
3780,2019-02-06 20:00:00,BTCUSDT,-0.006905278169034745,3382.26,3399.79,5469.397470000001,3422.02,3422.02
3798,2019-02-07 00:00:00,BTCUSDT,0.0020539137650474877,3385.26,3421.07,7045.348289000001,3398.39,3434.59
3816,2019-02-07 04:00:00,BTCUSDT,0.00227581731206894,3393.54,3398.41,3021.4723040000013,3405.37,3409.26
3834,2019-02-07 08:00:00,BTCUSDT,-0.0002841974498405397,3398.02,3407.0,2661.231251999997,3413.12,3414.0
3852,2019-02-07 12:00:00,BTCUSDT,-0.0012015884413053568,3406.0,3413.49,2826.223593000002,3412.15,3420.0
